序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600962,国投中鲁,-10.0,12.69,158634849,3327444900.0,3327444900.0,36.12660598754883,4.643121719360352,1277883,145501,18878913,1,5,食品饮料,2023-04-10
2,601116,三江购物,-9.978918075561523,12.81,546439904,7015760304.0,7015760304.0,49.89901351928711,7.372737407684326,3429621,144945,27410838,1,2,商业百货,2023-04-10
3,600819,耀皮玻璃,-9.953344345092773,5.79,310751072,4327539027.93,5413164010.56,356.4536437988281,6.908722400665283,4694532,142230,34788057,1,2,玻璃玻纤,2023-04-10
4,002045,国光电器,-9.972899436950684,16.61,847713328,7769093514.929999,7779856911.2,34.37674331665039,10.340202331542969,9510886,144233,89258818,1,5,消费电子,2023-04-10
5,688327,云从科技-UW,-20.003393173217773,47.15,1610709376,3988470365.0,34922616904.0,-41.05890655517578,37.4901008605957,19796304,145224,159875613,1,9,软件开发,2023-04-10
6,002351,漫步者,-9.988248825073242,15.32,1271121584,7536020908.400001,13621119362.56,55.24631881713867,15.86632251739502,20014323,143148,77429853,1,1,消费电子,2023-04-10
7,002555,三七互娱,-10.0,27.9,2666538800,45631157906.7,61878413635.2,20.564638137817383,5.640146255493164,21453091,112906,274875845,1,10,游戏,2023-04-10
8,603291,联合水务,-10.0,16.29,356726960,689426373.6899999,6894263704.32,53.141212463378906,50.44987487792969,22675060,143325,66408590,1,5,公用事业,2023-04-10
9,600476,湘邮科技,-10.0,18.36,418947200,2957245200.0,2957245200.0,-72.72695922851562,13.707262992858887,25660560,132029,100849469,1,13,互联网服,2023-04-10
10,600466,蓝光发展,-9.67741870880127,0.84,326779488,2549341565.4,2549341562.88,-0.1637955904006958,12.588104248046875,39942439,131533,117394176,1,8,房地产开,2023-04-10
11,000158,常山北明,-10.044642448425293,8.06,1427174336,12744680786.240002,12884850763.2,-71.25190734863281,10.878639221191406,63095420,140630,138518169,1,8,综合行业,2023-04-10
12,002261,拓维信息,-10.026738166809082,13.46,2718777952,15020405524.480001,16903440572.800001,123.2659683227539,17.396060943603516,110172159,133757,203986608,1,1,软件开发,2023-04-10
13,600839,四川长虹,-10.0,4.32,2197597072,19936621285.920002,19942175047.68,66.12996673583984,10.75619888305664,170270553,110249,309221711,1,6,家电行业,2023-04-10
14,002230,科大讯飞,-10.0,58.95,6778609920,125456909203.8,136945821607.20001,244.40878295898438,5.226738929748535,268014111,135915,636750604,1,3,软件开发,2023-04-10
15,603110,东方材料,-10.006746292114258,40.02,36578280,8053093814.64,8053093814.64,393.8709411621094,0.4542140066623688,353265024,092501,1293766560,1,0,化学制品,2023-04-10
16,601360,三六零,-10.0,16.74,7786498816,119613379917.77998,119613379967.99998,-45.66634750366211,6.2578959465026855,888163483,110533,693966705,1,4,软件开发,2023-04-10
